title,release_date,platform,category,imdb_id,imdb_url,imdb_title,imdb_year,imdb_plot,imdb_director,imdb_actors,imdb_rating,imdb_poster,last_updated
KGF Chapter 2,16 May 2022,Amazon Prime (Rent),Film,,,,,,,,,,
The Kashmir Files (Telugu),13 May 2022,ZEE5,Film,,,,,,,,,,
Beast,11 May 2022,Netflix & Sun NXT,Film,tt13223398,https://www.imdb.com/title/tt13223398/,Beast,2022,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.,Baltasar Kormákur,"Liyabuya Gongo, Martin Munro, Daniel Hadebe",5.6,https://m.media-amazon.com/images/M/MV5BMWZhNWU2ZWQtN2MzMS00MTU5LTk1N2MtYjIzMGNhNGY1NGVjXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,2024-10-15T23:52:49.362176
Dongata,06 May 2022,Aha,Film,tt4699254,https://www.imdb.com/title/tt4699254/,Dongata,2015,"Dongaata is a comedy thriller starring Lakshmi Manchu and Adivi Sesh. The film marks the debut of Vamsi Krishna as a director,and the film has also been produced by Lakshmi Manchu.",Vamsee,"Lakshmi Manchu, Adivi Sesh, Nagarjuna Akkineni",6.3,https://m.media-amazon.com/images/M/MV5BMDNmYjZiMDMtZmNmMS00ZjEyLWEwNDUtYTA2YjMwOTgwNDA1XkEyXkFqcGdeQXVyNjY1NzI0OTg@._V1_SX300.jpg,2024-10-15T23:52:49.598636
Chinni,06 May 2022,Prime Video,Film,tt5340522,https://www.imdb.com/title/tt5340522/,Soggade Chinni Nayana,2016,"To keep her late husband's son and his wife from seeking a divorce, a widow enlists the help of her husband's spirit.",Kalyan Krishna,"Nagarjuna Akkineni, Ramya Krishnan, Lavanya Tripathi",6.3,https://m.media-amazon.com/images/M/MV5BMTAyMzc4MTgtN2RhNS00NzMyLTk3YzUtOThiZjFiZjhkMWNiXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:49.847977
Mishan Impossible,29 April 2022,Netflix,Film,tt14999738,https://www.imdb.com/title/tt14999738/,Mishan Impossible,2022,"The adventures of three young boys, who want to capture India's most-wanted fugitive Dawood Ibrahim.",Swaroop Rsj,"Taapsee Pannu, Jay Chandra, Bindu Chandramouli",6.4,https://m.media-amazon.com/images/M/MV5BNDhhODc3ZmEtOTZjNy00NjcyLWI1YWUtODE0MzYwN2EzZmJmXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_SX300.jpg,2024-10-15T23:52:50.096669
Gangubai Kathiawadi (Telugu),26 April 2022,Netflix,Film,,,,,,,,,,
Ghani,22 April 2022,Aha,Film,tt13872244,https://www.imdb.com/title/tt13872244/,Ghani,2022,The life of a boxer whose passion is sports who has been training since a young age to reach his dreams suddenly things take a tough turn which totally changes his life.,Kiran Korrapati,"Varun Tej, Saiee Manjrekar, Jagapathi Babu",4.6,https://m.media-amazon.com/images/M/MV5BMTQ1OGUzODAtYmEyMy00NzkyLWIxOGUtODkyOWFiMzZiYmNjXkEyXkFqcGdeQXVyMTI2MTI0MjIx._V1_SX300.jpg,2024-10-15T23:52:50.596315
Bloody Mary,15 April 2022,Aha,Film,tt0469684,https://www.imdb.com/title/tt0469684/,Bloody Mary,2006,"When a group of psychiatric hospital nurses invoke the spirit of Bloody Mary-a supposed urban myth-the slaughter begins. First, a young nursing assistant disappears, her body never found. Now, patients are turning up dead-battered...",Richard Valentine,"Kim Tyler, Matt Borlenghi, Danni Ravden",3.4,https://m.media-amazon.com/images/M/MV5BMTk3MjEwNDMwOF5BMl5BanBnXkFtZTcwMTIwMTE0MQ@@._V1_SX300.jpg,2024-10-15T23:52:50.885357
Aadavallu Meeku Johaarlu,14 April 2022,SonyLIV,Film,,,,,,,,,,
James (Telugu dub),14 April 2022,SonyLIV,Film,,,,,,,,,,
Stand Up Rahul,08 April 2022,Aha,Film,tt14806338,https://www.imdb.com/title/tt14806338/,Stand Up Rahul,2022,"A feel-good romance comedy about a reluctant startup employee who doesn't stand up for anything in life, finally finding true love and learning to stand up for his parents, for his love and for his passion for stand-up comedy",Santo,"Muskan Arora, Varsha Bollamma, Indraja",5.1,https://m.media-amazon.com/images/M/MV5BNjQ4NmU5ZGMtZWY4OS00NzVkLWE2NWYtODE2NTQwN2ZlZDVlXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:52:51.621972
ET,07 April 2022,Netflix & Sun NXT,Film,tt11950864,https://www.imdb.com/title/tt11950864/,Astrid et Raphaëlle,2019–,Autistic archivist Astrid Nielsen and impulsive inspector Raphaëlle Coste work together to solve crimes in and around Paris.,N/A,"Sara Mortensen, Lola Dewaere, Benoît Michel",8.1,https://m.media-amazon.com/images/M/MV5BZmE5YzE5NGUtOWE1ZC00MjIxLWI4OGYtMGMyYTBkZThiNTg1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,2024-10-15T23:52:51.865199
Radhe Shyam,01 April 2022,Prime Video,Film,tt8960382,https://www.imdb.com/title/tt8960382/,Radhe Shyam,2022,Love blooms between a doctor with an uncertain future and a renowned palmist who thought he would never find love. His beliefs are challenged.,K.K. Radhakrishna Kumar,"Prabhas, Pooja Hegde, Bhagyashree Patwardhan",5.2,https://m.media-amazon.com/images/M/MV5BNzQ0YTYzOWQtZTNjZi00NjQ0LWEzNDMtNjUxZGRjZmQ2NzBjXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:52:52.135434
Hey Sinamika,31 March 2022,Netflix & Jio Cinema,Film,tt11953194,https://www.imdb.com/title/tt11953194/,Hey Sinamika,2022,"The lives of Mouna, a weather scientist who falls in love with Yaazhan, a quirky and loving guy. What happens to their relationship after a couple of years and how things take an unexpected turn after the arrival of Malarvizhi?",Brinda Master,"Dulquer Salmaan, Aditi Rao Hydari, Kajal Aggarwal",6.3,https://m.media-amazon.com/images/M/MV5BOTExOWE2NDYtMmRhYi00NTg1LWFlNTktM2E3NDc4OTdlYTM1XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:52.470362
Valimai,25 March 2022,ZEE5,Film,tt10806040,https://www.imdb.com/title/tt10806040/,Valimai,2022,"Arjun, an IPS officer sets out for a mission on hunting down illegal bikers involving in theft and murder.",H. Vinoth,"Ajith Kumar, Huma Qureshi, Kartikeya Gummakonda",6.1,https://m.media-amazon.com/images/M/MV5BODRhYjlmNjktNTA4OS00NmU1LWIwOTctYmMyNThiMDYwZDJmXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:52.632010
Dune (Telugu dub),25 March 2022,Prime Video,Film,,,,,,,,,,
Bheemla Nayak,24 March 2022,Aha & Disney+ Hotstar,Film,tt14209560,https://www.imdb.com/title/tt14209560/,Bheemla Nayak,2022,Things change when the egos of an upright police officer and a retired army havildar clash.,Saagar K Chandra,"Pawan Kalyan, Rana Daggubati, Nithya Menen",6.3,https://m.media-amazon.com/images/M/MV5BZmFmOTliOTQtOTBjYy00YWM3LTk2NmMtZjMyOTNhYjEyNTdhXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:52:53.138304
Super Machi,22 March 2022,Amazon Prime,Film,tt11603828,https://www.imdb.com/title/tt11603828/,Super Machi,2022,A humble middle class singer in his 20s get pursued by a beautiful woman who claims to be a girl friend whereas he hasn't seen that women in her life before. Things get mysterious and much complicated as he learns she officially r...,Puli Vasu,"Kalyaan Dhev, Mahesh Achanta, Ajay",4.2,https://m.media-amazon.com/images/M/MV5BZTgwZjhmMWUtMGNiYS00YzM1LTg0NzYtNjI2YTI1MzVjNWU3XkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_SX300.jpg,2024-10-15T23:52:53.388292
83,21 March 2022,Disney+ Hotstar,Film,tt7518786,https://www.imdb.com/title/tt7518786/,'83,2021,"On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage.","Pritam Chakraborty, Kabir Khan, Amit Mishra","Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin",7.5,https://m.media-amazon.com/images/M/MV5BYmNlNGY2NWEtODBiYi00YWIxLTkyNmItNTUwMmRjOTY4NzNkXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:53.633075
Sebastian PC 524,18 March 2022,Aha,Film,tt18885164,https://www.imdb.com/title/tt18885164/,Sebastian PC 524,2022,"Sebastian is a police constable suffering from night blindness undergoes frequent transfers. When a murder takes place on his watch, how will he solve the crime?",Balaji Sayyapu Reddy,"Kiran Abbavaram, Nuveksha, Komalee Prasad",4.2,https://m.media-amazon.com/images/M/MV5BNmNiYTA5MzgtNmUzYy00NjIxLWFmOTEtZDRkYzZhZjE4ZWUyXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:53.880843
June (Telugu Dub),18 March 2022,Aha,Film,,,,,,,,,,
Khiladi,11 March 2022,Disney+ Hotstar,Film,tt0104605,https://www.imdb.com/title/tt0104605/,Khiladi,1992,"Two friends wage bets for money and fun. There comes a time where they race to win the biggest bet, for they know that their lives depend on it.","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Ayesha Jhulka, Deepak Tijori",7.1,https://m.media-amazon.com/images/M/MV5BZjgwY2U2MWQtMjQ4Ny00YjExLWJiZDctMWI1NDUwNGZhZGFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2024-10-15T23:52:54.370492
Rowdy Boys,11 March 2022,ZEE5,Film,tt15289342,https://www.imdb.com/title/tt15289342/,Rowdy Boys,2022,The love story of Akshay and Kavya in the backdrop of gang wars between students of Engineering and Medical college students. How the love story unfolds and what unexpected circumstances lead to huge decisions forms the crux of th...,Sree Harsha Konuganti,"Darbha Appaji Ambarisha, Sejal Bhavsar, Srikanth Iyengar",5.2,https://m.media-amazon.com/images/M/MV5BZmY4MmRhZWEtZjk1Zi00ZjFmLWI5YTMtMzU1ZDg2NGI5NmUzXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:52:54.626063
Clap,11 March 2022,SonyLIV,Film,tt15353864,https://www.imdb.com/title/tt15353864/,Clap,2022,A former amputee athlete picks up a girl from a village to train for national championship event.,Prithivi Adithya,"Aadhi, Rajsekhar Aningi, Brahmaji",6.7,https://m.media-amazon.com/images/M/MV5BMjYwZGYyM2ItMzIxMC00MTU5LThlOGMtODA5ZTViYjNiY2IwXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:54.877088
DJ Tillu,04 March 2022,Aha,Film,tt13245502,https://www.imdb.com/title/tt13245502/,DJ Tillu,2022,"A lazy young man spends his time chasing girls, until an incident changes his life forever.",Vimal Krishna,"Sidhu Jonnalagadda, Neha Shetty, Fish Venkat",7.2,https://m.media-amazon.com/images/M/MV5BMDAzNDg4ZjctNzU3MS00Y2I2LWJjNTgtNjYyODZlODExZThlXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:55.123631
Saamanyudu,04 March 2022,ZEE5,Film,,,,,,,,,,
Kotalarayudu,27 Feb 2022,Prime Video,Film,,,,,,,,,,
Sehari,25 Feb 2022,Aha,Film,tt13470278,https://www.imdb.com/title/tt13470278/,Sehari,2022,"Shattered by his break-up, a disturbed young man Varun takes an instant decision to get married and things take a different turn for him as he ends up falling for the bride's sister Amulya instead during the bridal gaze.",Gnanasagar Dwaraka,"Anisha Alla, N. Balakrishna, Simran Choudhary",6.8,https://m.media-amazon.com/images/M/MV5BYzA2MDdkOTUtYzRlNi00ODZjLTgzM2QtOGFlY2VmMGZiY2M0XkEyXkFqcGdeQXVyMTI2MDYzMjc5._V1_SX300.jpg,2024-10-15T23:52:55.757117
96 (Telugu Dub),18 Feb 2022,Aha,Film,,,,,,,,,,
Good Luck Sakhi,12 Feb 2022,Prime Video,Film,tt11295246,https://www.imdb.com/title/tt11295246/,Good Luck Sakhi,2022,"Plagued by seemingly endless bad luck, including the accidental death of her fiance, a young woman trains to compete as a sharpshooter at the national level.",Nagesh Kukunoor,"Keerthy Suresh, Aadhi, Jagapathi Babu",5.3,https://m.media-amazon.com/images/M/MV5BMzViNjMxOGQtZDg5YS00ZTkyLThlMmEtNjMxNTdiYmI5MGZlXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_SX300.jpg,2024-10-15T23:52:56.244690
Hero,11 Feb 2022,Disney+ Hotstar,Film,tt0299977,https://www.imdb.com/title/tt0299977/,Hero,2002,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Yimou Zhang,"Jet Li, Tony Leung Chiu-wai, Maggie Cheung",7.9,https://m.media-amazon.com/images/M/MV5BYTlkZWVjYzQtZmI1My00MGM2LTlmZjEtNjU1M2Y1MTRkNmZjXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:56.498784
Malli Modhalaindi,11 Feb 2022,ZEE5,Film,,,,,,,,,,
Bhama Kalapam,11 Feb 2022,Aha,Film,tt3455136,https://www.imdb.com/title/tt3455136/,Bhama Kalapam,2005,"Its story revolves around Aditya, a criminal lawyer gets married to a pop star Anjali and wants to kill her for her wealth. Bar dancer Sailu is in love with Aditya but he has other plans. He plots the murder of his wife and decide...",K.V.V. Satyanarayana,"Aditya Om, Meghna Naidu, Pooja Bharti",N/A,https://m.media-amazon.com/images/M/MV5BZWNiMzA3MjItYzMxOC00ZDhlLTg5MzUtMzYyMTU1Nzg0ZTI3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,2024-10-15T23:52:56.801421
Mahaan (Telugu Dub),10 Feb 2022,Prime Video,Film,,,,,,,,,,
1945,07 Feb 2022,Sun NXT,Film,tt5815492,https://www.imdb.com/title/tt5815492/,1945,2017,"12 August 1945, 11 AM. Two mysterious strangers dressed in black appear at the railway station of a Hungarian village. Within a few hours, everything changes.",Ferenc Török,"Péter Rudolf, Bence Tasnádi, Tamás Szabó Kimmel",7.1,https://m.media-amazon.com/images/M/MV5BYWJhMGUwNTYtNTE2YS00MzAyLWI4ZjYtMzVjZGY2OTFjNDVhXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:57.299753
Gamanam,28 Jan 2022,Prime Video,Film,tt13110808,https://www.imdb.com/title/tt13110808/,Gamanam,2021,The lives of six individuals across the city change just as the city is reeling under floods. Will they all make it safely to the other side?,Sujana Rao,"Agastya, Palak Aggarwal, Alakananda",5.9,https://m.media-amazon.com/images/M/MV5BOTQ3MzA2ZDQtNjM2Ni00ZTkxLTk2M2MtN2NhOGRiNmU3NjdmXkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_SX300.jpg,2024-10-15T23:52:57.446958
Arjuna Phalguna,26 Jan 2022,Aha,Film,tt14072690,https://www.imdb.com/title/tt14072690/,Arjuna Phalguna,2021,"In a small village in East Godavari, a pose of five friends, Arjun, Ram Babu, Thadodu, Oscar and Shravani, tries hard to prevent Thadodu's house from being taken over by the banks.",Teja Marni,"Mahesh Achanta, Amritha Aiyer, Chaitanya Garikipati",4.8,https://m.media-amazon.com/images/M/MV5BOGNhYjQ0MzAtNWFkNy00Y2JlLWI0ZDAtMDQ3NDM1ZjYxMWIyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:52:57.702648
Shyam Singha Roy,21 Jan 2022,Netflix,Film,tt13349716,https://www.imdb.com/title/tt13349716/,Shyam Singha Roy,2021,"Centers in the theme of reincarnation, unfolding in Kolkata and Hyderabad.",Rahul Sankrityan,"Nani, Sai Pallavi, Krithi Shetty",7.6,https://m.media-amazon.com/images/M/MV5BZTY2NDdlMzctODM0OS00MzQ0LWIxNTctNmE3NjU0YzBmYmEwXkEyXkFqcGdeQXVyMTA5MjQ4MDg4._V1_SX300.jpg,2024-10-15T23:52:57.857640
Akhanda,21 Jan 2022,Disney+ Hotstar,Film,tt11773378,https://www.imdb.com/title/tt11773378/,Akhanda,2021,"When the nefarious Varadarajulu plans to attack Murali Krishna, an ardent devotee of Lord Shiva, Akhanda leaves no stone unturned to defeat the evil.",Boyapati Srinu,"Nandamuri Balakrishna, Pragya Jaiswal, Jagapathi Babu",6.8,https://m.media-amazon.com/images/M/MV5BNWJhMDQ4MGItOWM4Yy00ZmM1LTgxNmQtODNiMTVmNzkxOTRjXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:58.112847
Hey Jude (Telugu dub),21 Jan 2022,Aha,Film,,,,,,,,,,
SkyLab,14 Jan 2022,SonyLIV,Film,tt1638350,https://www.imdb.com/title/tt1638350/,Skylab,2011,"In July 1979, during the Summer holidays, in a house somewhere in Brittany, a whole family (parents, uncles, aunts, cousins and other relatives) are gathered to celebrate Granny Amandine's sixty-seventh birthday. Albertine, who wa...",Julie Delpy,"Bernadette Lafont, Emmanuelle Riva, Eric Elmosnino",6.4,https://m.media-amazon.com/images/M/MV5BMjZiYzk5NTktNjg0Yy00ZTA3LWJlZWYtZmVkMmFiM2YzZmNkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,2024-10-15T23:52:58.644106
Raja Vikramarka,13 Jan 2022,Sun NXT,Film,tt14893376,https://www.imdb.com/title/tt14893376/,Raja Vikramarka,2021,"Raja Vikramarka is a newly recruit N.I.A. Officer who is getting accustomed with the nuances of his new job, has to handle his first major case due to ironic circumstances, during the course of which his life takes a drastic turn ...",Sri Saripalli,"Kartikeya Gummakonda, Tanya S Ravichandran, Sudhakar Komakula",5.3,https://m.media-amazon.com/images/M/MV5BYTc4MThjNmEtODI1MC00NjZmLTlhZjUtYzRkYmZiZjgyZmRkXkEyXkFqcGdeQXVyNjgxNzE1MDk@._V1_SX300.jpg,2024-10-15T23:52:58.890441
Anthahpuram (2021),13 Jan 2022,ZEE5,Film,,,,,,,,,,
Pushpa,07 Jan 2022,Prime Video,Film,tt6925604,https://www.imdb.com/title/tt6925604/,Pushpa,2015,This film is a dedication to the filmmaker's mother based on the time when she was pregnant with him.,Mayank Bhutoria,"Namrata Manot, Fuad Halim, Purav Manot",8.4,https://m.media-amazon.com/images/M/MV5BNTMwOWI4MDktOGI1My00NjBiLWI0MmYtMjQ3ZGM4MzE1ZTNlXkEyXkFqcGdeQXVyMjAwODA4NzE@._V1_SX300.jpg,2024-10-15T23:52:59.387047
Varudu Kavalenu,07 Jan 2022,ZEE5,Film,,,,,,,,,,
Lakshya,07 Jan 2022,Aha,Film,tt0323013,https://www.imdb.com/title/tt0323013/,Lakshya,2004,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",Farhan Akhtar,"Hrithik Roshan, Preity G Zinta, Amitabh Bachchan",7.8,https://m.media-amazon.com/images/M/MV5BNzJhOWIzZjUtYzhhOS00MjcwLTkxOGQtYTgwMWU0MzA3NDQ0XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:59.782025
Senapathi,31 Dec 2021,Aha,Film,tt15710168,https://www.imdb.com/title/tt15710168/,Senapathi,2021,"A depressed and loyal policeman loses his gun to a killer, who kills people due the circumstances of his life.",Pavan Sadineni,"Naresh Agastya, Nalla Sreedhar Reddy Gabbar, Rajendra Prasad",7.5,https://m.media-amazon.com/images/M/MV5BMzM0ZGRhZmMtYmUxOC00ZDJiLTkzYmMtNThkYWMyOTU3Y2Q2XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:52:59.946702
WWW,24 Dec 2021,SonyLIV,Film,tt14039762,https://www.imdb.com/title/tt14039762/,WWW,2021,When a stranger takes Vishwa's girlfriend Mitra hostage during a national lock-down while he is in a video call from a different city. To what extent can Vishwa go to save her life from a distant city forms the crux of the story,K.V. Guhan,"Sandeep Bharadwaj, Viva Harsha, Riyaz Khan",5.5,https://m.media-amazon.com/images/M/MV5BZDQ4Y2YxYTMtNmExNi00MGRmLWJhZDUtMDFkMGQwZGRlYTg3XkEyXkFqcGdeQXVyNjI4OTI2NzA@._V1_SX300.jpg,2024-10-15T23:53:00.195364
Laabam,24 Dec 2021,Aha,Film,tt10300450,https://www.imdb.com/title/tt10300450/,Laabam,2021,"A farmer hell bent on a revolution locks horns with a powerful and greedy industrialist, who is responsible for the plight of farmers. Will he be able to grant his people the life they deserve?","S.P. Jhananathan, Mathiazhagan Palanisamy, Aalayamani","Vijay Sethupathi, Shruti Haasan, Jagapathi Babu",3.5,https://m.media-amazon.com/images/M/MV5BM2Y3N2IwNTMtMmEzNi00ZDMyLWJlYzEtYzZlN2ZlNTJkYTY5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:53:00.353969
Marakkar : Lion of the Arabian Sea,17 Dec 2021,Amazon Prime,Film,tt8345300,https://www.imdb.com/title/tt8345300/,Marakkar: Lion of the Arabian Sea,2021,"Set in the 16th century, the story of Kunjali Marakkar IV, the naval chieftain of the Zamorin of Calicut, and his organization of India's first-ever naval defense against European forces.",Priyadarshan,"Mohanlal, Arjun Sarja, Suniel Shetty",5.9,https://m.media-amazon.com/images/M/MV5BMzM4YzI4YzQtYjBlOS00YThhLWI3N2QtNWJhY2JjOThmMGRiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,2024-10-15T23:53:00.598509
Anubhavinchu Raja,17 Dec 2021,Aha,Film,tt15319148,https://www.imdb.com/title/tt15319148/,Anubhavinchu Raja,2021,"Bagaram, after inheriting his grandfather's wealth at a young age, lives a lavish life and becomes a laughing stock for the village. On a quest to prove himself worthy of respect, things go haywire.",Srinivas Gavireddy,"Ajay, Aadarsh Balakrishna, Ariyana Glory",5.5,https://m.media-amazon.com/images/M/MV5BZmI0MjNlNzktZTM0Mi00YjZjLWI1ZDItZDI1ODZlZTJlMTIzXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:01.148277
Natyam,17 Dec 2021,Amazon Prime,Film,tt14039678,https://www.imdb.com/title/tt14039678/,Natyam,2021,"In the ancient dance village Natyam, Sitara attempts to resurrect her Guru's forgotten masterpiece choreography and discovers the true power and purpose of Indian Classical Dance. To dance is to tell a story that can change our wo...",Revanth Korukonda,"Sandhya Raju, Kamal Kamaraju, Rohit Behal",6.6,https://m.media-amazon.com/images/M/MV5BM2FkM2YzYTgtNTEwZi00ZTNkLWJlNWEtYjRkOTFmMjFmYWY2XkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_SX300.jpg,2024-10-15T23:53:01.401455
Kurup,15 Dec 2021,Netflix,Film,tt7026666,https://www.imdb.com/title/tt7026666/,Kurup,2021,Kurup is a criminal who is on the run from police after murdering someone for life insurance fraud.,Srinath Rajendran,"Dulquer Salmaan, Indrajith Sukumaran, Sobhita Dhulipala",7.0,https://m.media-amazon.com/images/M/MV5BMWRlN2I2YzYtYTVlZC00ZmQ2LTg4MzQtNmI4YzBhY2RmZDhhXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:01.662608
Pushpaka Vimanam,10 Dec 2021,Aha,Film,tt14244714,https://www.imdb.com/title/tt14244714/,Pushpaka Vimanam,2021,Pushpaka Vimanam explores the happenings in middle-class families.,Damodara,"Ajay, Bhadram, Varsha Bollamma",6.3,https://m.media-amazon.com/images/M/MV5BNGRjNTI5NjMtMWFhMy00ODcwLWJiZjctMzI2Y2VmY2JjZmIxXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:01.916772
Maa Oori Polimera,10 Dec 2021,Disney+ Hotstar,Film,tt16404416,https://www.imdb.com/title/tt16404416/,Maa Oori Polimera,2021,"In a village plagued by black magic, a policeman sets off to seek justice for his brother's meaningless murder but discovers something unexpected.",Anil Viswanath,"Satyam Rajesh, Baladitya, Getup Srinu",7.2,https://m.media-amazon.com/images/M/MV5BMjBmOTM5NzAtYjFiMy00MmY0LTkxNTEtOGVlOTg2YmVhYTBlXkEyXkFqcGdeQXVyMjA1MTA3MjY@._V1_SX300.jpg,2024-10-15T23:53:02.168582
Konda Polam,08 Dec 2021,Amazon Prime,Film,tt15263698,https://www.imdb.com/title/tt15263698/,Konda Polam,2021,Kondapolam tells the story of Nallamala forest-based shepherds who are responsible for protecting their sheep from the dangerous attacks of the predators and the red sanders of the region.,Radha Krishna Jagarlamudi,"Panja Vaisshnav Tej, Rakul Preet Singh, Mahesh Achanta",5.7,https://m.media-amazon.com/images/M/MV5BNzIxY2YxNDgtMjhmZC00NzA1LWI1Y2UtN2Y3MzRlN2YyODkzXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:02.625356
Manchi Rojulochaie,03 Dec 2021,Aha,Film,tt15081946,https://www.imdb.com/title/tt15081946/,Manchi Rojulochaie,2021,A man and woman become romantically involved - much to her father's displeasure.,Maruthi Dasari,"Harsha Chemudu, Ajay Ghosh, Srikanth Iyengar",4.6,https://m.media-amazon.com/images/M/MV5BOThlMTNlN2EtOWMwNy00OGFhLThlYWUtOTRjZGYyNmEyNGYzXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:02.886857
Peddanna,26 Nov 2021,Netflix & Sun NXT,Film,,,,,,,,,,
Republic,26 Nov 2021,ZEE5,Film,tt13914000,https://www.imdb.com/title/tt13914000/,Republic,2021,"An IIT gold medalist gets pulled into the Indian Administrative Services, where he confronts the newly elected political establishment.",Deva Katta,"Aamani, Jagapathi Babu, Boxer Dina",7.8,https://m.media-amazon.com/images/M/MV5BMzAyMmQ5NjktN2UwOS00MTNjLWIyMTctNzYwMWVhNzc5MmIyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:03.418139
Romantic,26 Nov 2021,Aha,Film,tt9760426,https://www.imdb.com/title/tt9760426/,Romantic,2021,A wild journey of sensuality and Love beyond anything.,Anil Paduri,"Akash Puri, Ketika Sharma, Ramya Krishnan",4.4,https://m.media-amazon.com/images/M/MV5BOTZmMjk4NDYtYTA0Yy00MmY1LTk3ZTAtZWU1NjU0ZDM4MjUwXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:03.719993
Drushyam 2,25 Nov 2021,Amazon Prime,Film,tt14176094,https://www.imdb.com/title/tt14176094/,Drushyam 2,2021,Secrets from the past are brought to light due to an unexpected turn of events. Can Rambabu save his family this time?,Jeethu Joseph,"Venkatesh Daggubati, Meena, Nadia Moidu",8.1,https://m.media-amazon.com/images/M/MV5BZjAwOTY3NDItOTM1NC00MGU1LThmOWMtOTU2ODc3Y2FhMGU1XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:53:03.982005
Idhe Maa Katha,24 Nov 2021,Amazon Prime,Film,tt13921156,https://www.imdb.com/title/tt13921156/,Idhe Maa Katha,2021,"Lot of People in the world have a desire to travel to their dream destination, but a lot of them fail to live, achieve it. This is the story of such 4 complete strangers of different age groups who commonly have an emotional attac...",Guru Pawan,"Sumanth Ashwin, Badram, Bhoomika Chawla",5.5,https://m.media-amazon.com/images/M/MV5BYWMyNmZhZTUtZGE2ZS00M2RjLTg2YTEtNDEyZmZkNTYzNjI0XkEyXkFqcGdeQXVyMTA0MDMwNDEy._V1_SX300.jpg,2024-10-15T23:53:04.230712
